car,price,body,mileage,engV,engType,registration,year,model,drive
Subaru,6500,sedan,140,1.6,Gas,yes,2003,Impreza,full
Volkswagen,6500,sedan,212,1.6,Petrol,yes,2003,Bora,front
Nissan,6600,crossover,180,2,Petrol,yes,2003,X-Trail,full
Mazda,6700,sedan,213,2,Gas,yes,2003,6,front
Nissan,6700,sedan,170,2,Petrol,yes,2003,Primera,front
Nissan,6700,sedan,80,1.8,Petrol,yes,2003,Primera,front
Mazda,6799,van,190,2,Diesel,yes,2003,MPV,front
Kia,6800,crossover,190,3.5,Gas,yes,2003,Sorento,full
Opel,6800,vagon,246,2.2,Diesel,yes,2003,Omega,rear
Mazda,6800,hatch,208,2,Petrol,yes,2003,6,front
Chrysler,6800,hatch,195,2,Petrol,yes,2003,PT Cruiser,front
Mercedes-Benz,6800,van,250,1.7,Diesel,yes,2003,Vaneo,front
Peugeot,6800,vagon,170,1.6,Petrol,yes,2003,307,front
Land Rover,6900,crossover,167,2.5,Gas,yes,2003,Freelander,full
Volkswagen,6900,sedan,160,1.6,Petrol,yes,2003,Bora,front
Volkswagen,6900,hatch,113,1.4,Petrol,yes,2003,Polo,front
Toyota,6950,sedan,192,2,Petrol,yes,2003,Avensis,front
Skoda,7000,sedan,160,1.8,Gas,yes,2003,Octavia Tour,front
Dodge,7200,van,450,2.5,Diesel,yes,2003,Ram Van,front
Opel,7300,vagon,280,2.5,Diesel,yes,2003,Omega,rear
Mercedes-Benz,7300,van,207,2.2,Diesel,yes,2003,Vito пасс.,front
Opel,7300,sedan,145,2.2,Petrol,yes,2003,Vectra C,front
Peugeot,7300,sedan,215,2.2,Gas,yes,2003,607,front
Volkswagen,7350,hatch,180,1.4,Petrol,yes,2003,Golf IV,front
Mazda,7500,other,215,NA,Gas,yes,2003,6,front
Nissan,7500,sedan,192,10,Gas,yes,2003,Maxima,front
Mercedes-Benz,7500,sedan,350,2.2,Diesel,yes,2003,Sprinter 208 пасс.,front
Mercedes-Benz,7500,other,406,2.2,Diesel,yes,2003,Vito пасс.,front
Nissan,7500,sedan,200,2,Petrol,yes,2003,Primera,front
MINI,7500,hatch,120,1.6,Petrol,yes,2003,Cooper,front
Toyota,7500,vagon,196,1.59,Petrol,yes,2003,Corolla Verso,front
Volkswagen,7650,sedan,325,1.8,Gas,yes,2003,Passat B5,front
Hyundai,7700,other,265,99.99,Diesel,yes,2003,H1 пасс.,rear
Suzuki,7700,crossover,179,2,Petrol,yes,2003,Grand Vitara,full
Opel,7700,van,280,1.9,Diesel,yes,2003,Vivaro пасс.,front
Volkswagen,7800,vagon,289,NA,Diesel,yes,2003,Passat B5,front
Land Rover,7800,crossover,355,3,Diesel,no,2003,Range Rover,full
Nissan,7900,crossover,218,2.5,Petrol,yes,2003,X-Trail,full
Mercedes-Benz,7900,other,197,2.2,Diesel,yes,2003,Vito пасс.,
Mitsubishi,7900,other,148,1.8,Petrol,yes,2003,Pajero Pinin,full
Audi,7900,sedan,274,1.8,Gas,yes,2003,A6,front
Fiat,7977,van,248,2.8,Diesel,yes,2003,Ducato груз.,front
Volkswagen,7990,sedan,90,1.4,Petrol,yes,2003,New Beetle,front
Audi,7999,sedan,177,2.7,Gas,yes,2003,A6,full
Opel,8000,van,200,1.9,Diesel,yes,2003,Vivaro груз.,front
Renault,8000,van,207,1.9,Diesel,yes,2003,Trafic пасс.,front
Toyota,8200,crossover,212,2,Gas,yes,2003,Rav 4,full
Smart,8300,other,112,0.7,Petrol,yes,2003,Roadster,rear
Volkswagen,8400,sedan,230,1.8,Gas,yes,2003,Passat B5,front
Audi,8400,sedan,260,1.8,Gas,yes,2003,A4,front
Volkswagen,8500,van,220,2.5,Diesel,yes,2003,T4 (Transporter) пасс.,front
Volkswagen,8500,van,210,2.5,Diesel,yes,2003,T4 (Transporter) пасс.,front
Ford,8500,sedan,100,2,Diesel,yes,2003,Mondeo,front
Volkswagen,8500,vagon,200,1.9,Diesel,yes,2003,Passat B5,front
Skoda,8600,hatch,240,NA,Petrol,yes,2003,Octavia,front
Skoda,8600,hatch,240,2,Petrol,yes,2003,Octavia Tour,front
Volkswagen,8700,other,357,2.5,Diesel,yes,2003,T4 (Transporter) груз,front
Volkswagen,8700,van,158,2.5,Diesel,yes,2003,T5 (Transporter) пасс.,front
Mercedes-Benz,8700,other,260,2.2,Diesel,yes,2003,Sprinter 213 пасс.,rear
Volkswagen,8800,van,240,1.9,Diesel,yes,2003,T5 (Transporter) пасс.,front
Audi,8800,sedan,205,1.8,Petrol,yes,2003,A4,front
Volkswagen,8900,van,264,2.5,Diesel,yes,2003,T4 (Transporter) пасс.,front
Toyota,8900,crossover,153,2,Petrol,yes,2003,Rav 4,full
Toyota,8900,other,180,2,Petrol,yes,2003,Rav 4,full
Audi,8999,vagon,200,2.7,Petrol,yes,2003,A6 Allroad,full
Audi,9000,vagon,199,2.7,Petrol,yes,2003,A6 Allroad,full
Audi,9000,sedan,158,2,Gas,yes,2003,A4,front
Toyota,9000,crossover,180,1.8,Gas,yes,2003,Matrix,front
Volkswagen,9200,van,268,2.5,Diesel,yes,2003,T4 (Transporter) пасс.,full
Mercedes-Benz,9200,other,280,2.4,Petrol,yes,2003,E-Class,rear
Toyota,9200,sedan,250,2.4,Gas,yes,2003,Camry,front
Mercedes-Benz,9300,sedan,342,2.6,Petrol,yes,2003,E-Class,rear
Volkswagen,9300,van,220,2.5,Diesel,yes,2003,T4 (Transporter) пасс.,front
Audi,9500,other,0,NA,Other,yes,2003,A6,
Lexus,9500,sedan,88,3,Petrol,yes,2003,ES 300,front
Audi,9500,vagon,160,2.7,Gas,yes,2003,A6 Allroad,full
Audi,9500,vagon,165,2.7,Gas,yes,2003,A6 Allroad,full
Nissan,9700,crossover,147,3.5,Gas,yes,2003,Murano,full
Audi,9700,vagon,189,2.5,Diesel,yes,2003,A6,full
BMW,9700,sedan,250,2,Petrol,yes,2003,318,rear
Audi,9800,vagon,257,2.5,Diesel,yes,2003,A6,front
BMW,9900,other,93,2.5,Petrol,yes,2003,Z4,rear
Audi,9999,vagon,198,2.7,Petrol,yes,2003,A6 Allroad,full
Audi,9999,sedan,190,2.5,Diesel,yes,2003,A6,front
Toyota,9999,sedan,250,2.4,Petrol,yes,2003,Camry,front
Audi,10000,sedan,206,2.5,Diesel,yes,2003,A6,front
Toyota,10200,sedan,180,2.4,Petrol,yes,2003,Camry,front
Mercedes-Benz,10250,sedan,261,1.8,Petrol,yes,2003,E-Class,rear
Lexus,10500,sedan,178,3,Gas,yes,2003,ES 300,front
Audi,10500,vagon,243,2.5,Diesel,yes,2003,A6,full
Mercedes-Benz,10500,sedan,285,1.8,Gas,yes,2003,E-Class,rear
MINI,10500,other,119,1.4,Diesel,yes,2003,One,front
Lexus,10800,sedan,183,3.3,Gas,yes,2003,ES 330,front
BMW,10800,sedan,246,3,Diesel,yes,2003,530,rear
BMW,10900,sedan,245,3,Diesel,yes,2003,530,rear
BMW,10999,sedan,225,3,Diesel,yes,2003,530,rear
Mitsubishi,10999,other,281,3,Gas,yes,2003,Pajero Wagon,full
BMW,10999,sedan,150,2,Gas,yes,2003,320,rear
Mercedes-Benz,11000,sedan,319,2.2,Diesel,yes,2003,220,rear
Volkswagen,11200,van,200,2.5,Diesel,yes,2003,T4 (Transporter) пасс.,full
Mercedes-Benz,11300,other,220,3.2,Diesel,yes,2003,E-Class,rear
BMW,11400,sedan,206,3,Petrol,yes,2003,530,rear
Mercedes-Benz,11500,sedan,224,2.6,Gas,yes,2003,E-Class,rear
Mercedes-Benz,11600,sedan,186,3.2,Petrol,yes,2003,E-Class,front
BMW,11700,sedan,270,3,Diesel,yes,2003,530,rear
Mercedes-Benz,11800,sedan,167,3.2,Diesel,yes,2003,E-Class,rear
Mercedes-Benz,11800,sedan,215,3.2,Petrol,yes,2003,E-Class,rear
Volkswagen,11900,van,273,2.5,Diesel,yes,2003,T4 (Transporter) пасс.,front
BMW,12000,sedan,237,3,Diesel,yes,2003,530,rear
Nissan,12250,crossover,240,3,Diesel,yes,2003,Patrol,full
Mercedes-Benz,12300,sedan,300,2.2,Diesel,yes,2003,E-Class,rear
Volkswagen,12500,crossover,230,3.2,Gas,yes,2003,Touareg,full
Lexus,12600,crossover,225,3,Petrol,yes,2003,RX 300,full
Mercedes-Benz,12600,sedan,300,2.7,Diesel,yes,2003,E-Class,rear
Infiniti,12900,hatch,145,3.5,Gas,yes,2003,FX 35,full
Mercedes-Benz,12900,sedan,255,2.7,Diesel,yes,2003,E-Class,rear
Mercedes-Benz,12950,sedan,313,3.2,Diesel,yes,2003,S 320,rear
Mercedes-Benz,12999,sedan,247,4,Diesel,yes,2003,S 400,rear
Mercedes-Benz,13000,sedan,220,5,Petrol,yes,2003,S 500,full
BMW,13000,sedan,193,3.6,Petrol,yes,2003,735,rear
BMW,13000,sedan,165,2.2,Gas,yes,2003,520,rear
Mercedes-Benz,13100,sedan,160,3.7,Petrol,yes,2003,S 350,rear
Infiniti,13200,crossover,160,3.5,Petrol,yes,2003,FX 35,full
Audi,13200,vagon,182,2.7,Gas,yes,2003,A6 Allroad,full
Mercedes-Benz,13300,sedan,358,5,Gas,yes,2003,S 500,full
BMW,13500,sedan,233,3,Diesel,yes,2003,530,rear
Lexus,13600,crossover,297,3.3,Gas,yes,2003,RX 330,full
BMW,13700,sedan,254,3,Diesel,yes,2003,530,front
BMW,13900,sedan,262,4,Diesel,yes,2003,740,rear
BMW,13950,crossover,278,3,Diesel,yes,2003,X5,full
Lexus,14000,crossover,182,3,Petrol,yes,2003,RX 300,full
Lexus,14500,crossover,223,3.3,Petrol,yes,2003,RX 330,full
Lexus,15000,crossover,250,3,Gas,yes,2003,RX 300,full
Mercedes-Benz,15300,other,168,3.2,Petrol,yes,2003,CLK 320,rear
Toyota,15700,crossover,195,4,Gas,yes,2003,Land Cruiser Prado,full
BMW,16700,crossover,260,4.4,Petrol,yes,2003,X5,full
BMW,17200,crossover,308,4.6,Gas,yes,2003,X5,full
Toyota,18400,crossover,160,4.7,Gas,yes,2003,Land Cruiser 100,full
Mercedes-Benz,20500,sedan,56,5,Other,yes,2003,SL 500 (550),rear
Toyota,20500,crossover,225,4.7,Gas,yes,2003,Land Cruiser 100,full
Land Rover,22000,crossover,240,4.4,Petrol,yes,2003,Range Rover,full
Toyota,24500,crossover,260,4.7,Gas,yes,2003,Land Cruiser 100,full
Mercedes-Benz,29500,crossover,253,5,Petrol,yes,2003,G 500,full
Mercedes-Benz,30000,other,176,5.5,Petrol,yes,2003,E-Class,rear
Mercedes-Benz,32000,crossover,176,3.2,Gas,yes,2003,G 320,full
Mercedes-Benz,0,sedan,300,2.6,Petrol,yes,2002,E-Class,rear
Mercedes-Benz,0,sedan,245,2.2,Diesel,yes,2002,E-Class,
VAZ,800,other,150,1.5,Petrol,yes,2002,2108,front
ZAZ,1150,hatch,49,1.1,Other,yes,2002,1102 Таврия,front
VAZ,1299,vagon,1,1.5,Other,yes,2002,2104,
ZAZ,1300,other,200,1.2,Petrol,yes,2002,110557,front
VAZ,1400,sedan,87,1.6,Petrol,yes,2002,2107,rear
ZAZ,1650,hatch,103,1.2,Gas,yes,2002,1102 Таврия,front
Opel,1850,hatch,255,2,Petrol,no,2002,Vectra B,front
ZAZ,1850,sedan,71,1.2,Petrol,yes,2002,1103 Славута,front
Opel,1899,vagon,259,2,Diesel,no,2002,Vectra B,front
Renault,2100,van,270,1.9,Diesel,no,2002,Scenic,front
Smart,2150,hatch,172,0.8,Diesel,no,2002,Fortwo,rear
Audi,2200,vagon,280,2.5,Diesel,no,2002,A6 Allroad,full
GAZ,2200,other,32,2.3,Gas,yes,2002,3221 GAZель,rear
Renault,2300,van,200,1.9,Diesel,yes,2002,Kangoo груз.,front
BMW,2300,sedan,189,1.8,Petrol,no,2002,318,rear
Smart,2300,hatch,91,0.6,Petrol,no,2002,Fortwo,rear
Peugeot,2350,sedan,203,2.2,Diesel,no,2002,607,front
Renault,2400,hatch,1,2,Petrol,no,2002,Laguna,front
Audi,2500,vagon,300,2.5,Diesel,no,2002,A6,front
Opel,2500,sedan,125,1.8,Petrol,no,2002,Vectra B,front
VAZ,2500,hatch,217,1.5,Petrol,yes,2002,21093,front
VAZ,2500,hatch,168,1.5,Petrol,yes,2002,2109,front
VAZ,2500,hatch,200,1.5,Petrol,yes,2002,2112,front
Audi,2600,vagon,110,2.5,Diesel,no,2002,A6,front
Audi,2600,sedan,160,2.5,Diesel,no,2002,A6,
Mitsubishi,2600,other,200,2.4,Petrol,no,2002,Lancer,front
Opel,2600,sedan,234,2.2,Other,no,2002,Omega,front
Daewoo,2600,other,140,0.8,Petrol,yes,2002,Matiz,front
BMW,2700,sedan,220,2.5,Petrol,no,2002,525,rear
VAZ,2750,sedan,300,1.5,Petrol,yes,2002,2110,front
VAZ,2800,hatch,140,NA,Gas,yes,2002,21093,front
Opel,2800,vagon,241,2.2,Gas,no,2002,Omega,rear
VAZ,2800,sedan,198,1.6,Petrol,yes,2002,2110,front
VAZ,2800,sedan,167,1.5,Petrol,yes,2002,2115,front
Volkswagen,2800,hatch,140,1.4,Petrol,no,2002,Golf IV,front
Suzuki,2800,sedan,154,1.3,Petrol,yes,2002,Swift,front
Rover,2850,sedan,269,2,Diesel,no,2002,75,front
Volkswagen,2900,sedan,238,2,Gas,no,2002,Passat B5,front
Daewoo,2900,sedan,238,1.3,Gas,yes,2002,Lanos,front
Volkswagen,3000,sedan,250,2.8,Gas,no,2002,Passat B5,full
Lancia,3000,van,290,2.2,Diesel,no,2002,Phedra,front
VAZ,3000,sedan,140,1.5,Petrol,yes,2002,2110,front
Skoda,3000,hatch,180,1.4,Petrol,yes,2002,Fabia,front
Kia,3000,sedan,155,1.3,Gas,yes,2002,Rio,front
Mercedes-Benz,3100,vagon,400,2.2,Diesel,no,2002,C-Class,front
BMW,3100,vagon,1,2,Diesel,no,2002,320,rear
Audi,3150,vagon,320,2.5,Diesel,no,2002,A6,full
Daewoo,3250,sedan,105,NA,Petrol,yes,2002,Sens,front
Mercedes-Benz,3250,sedan,250,4,Diesel,no,2002,S 400,rear
Citroen,3300,van,300,1.9,Diesel,yes,2002,Berlingo груз.,front
Skoda,3300,sedan,234,1.8,Petrol,no,2002,Superb,front
BMW,3350,vagon,295,2,Diesel,no,2002,320,rear
Audi,3390,sedan,289,2.5,Diesel,no,2002,A6,front
BMW,3400,vagon,191,2,Diesel,no,2002,320,rear
Skoda,3400,hatch,220,1.9,Diesel,no,2002,Octavia,front
Kia,3400,sedan,140,1.3,Petrol,yes,2002,Rio,front
Mercedes-Benz,3500,van,257,2.2,Diesel,no,2002,C-Class,rear
BMW,3500,sedan,185,2,Diesel,no,2002,320,rear
Volkswagen,3500,hatch,201,1.9,Diesel,no,2002,Golf IV,front
Mercedes-Benz,3500,hatch,258,1.7,Diesel,no,2002,A 170,front
Mercedes-Benz,3550,sedan,274,3.2,Diesel,no,2002,E-Class,
BMW,3600,sedan,221,3,Diesel,no,2002,530,rear
Nissan,3600,crossover,230,2.2,Diesel,no,2002,X-Trail,full
VAZ,3600,other,80,2,Gas,yes,2002,2121,full
Audi,3650,sedan,270,1.9,Diesel,yes,2002,A6,front
Audi,3700,vagon,290,1.9,Diesel,no,2002,A4,front
Kia,3700,other,420,1.6,Petrol,yes,2002,Sephia,front
BMW,3800,sedan,250,3,Diesel,no,2002,330,rear
Audi,3800,vagon,190,2.5,Diesel,no,2002,A6,front
Audi,3850,vagon,215,2.5,Diesel,no,2002,A6,front
Audi,3900,sedan,302,1.9,Diesel,no,2002,A6,front
VAZ,3900,crossover,163,1.7,Petrol,yes,2002,2121,full
Hyundai,3950,crossover,220,2.9,Diesel,no,2002,Terracan,full
Smart,3999,hatch,171,0.6,Petrol,yes,2002,Fortwo,rear
Mercedes-Benz,4000,sedan,370,3.2,Diesel,no,2002,E-Class,rear
Ford,4000,van,400,2,Diesel,yes,2002,Transit груз.,front
Renault,4100,van,190,1.9,Diesel,yes,2002,Kangoo пасс.,front
Volkswagen,4100,van,345,1.9,Diesel,no,2002,Sharan,front
Skoda,4100,vagon,150,1.4,Petrol,yes,2002,Fabia,front
Smart,4150,other,99,NA,Petrol,yes,2002,Fortwo,rear
Smart,4150,other,125,0.6,Petrol,yes,2002,Fortwo,rear
Smart,4200,other,130,99.99,Petrol,yes,2002,Fortwo,
BMW,4300,sedan,240,2.5,Diesel,no,2002,525,rear
BMW,4300,sedan,200,2,Diesel,no,2002,320,rear
Smart,4300,other,108,0.6,Petrol,yes,2002,Fortwo,rear
Opel,4399,hatch,177,1,Petrol,yes,2002,Corsa,front
Toyota,4650,hatch,170,1,Petrol,yes,2002,Yaris,front
Mercedes-Benz,4700,sedan,260,2.7,Diesel,no,2002,E-Class,rear
Kia,4700,sedan,190,2,Petrol,yes,2002,Magentis,front
Audi,4799,vagon,260,2.5,Diesel,no,2002,A6 Allroad,full
Peugeot,4800,van,362,2,Diesel,yes,2002,Expert пасс.,front
Audi,4800,other,207,2,Petrol,yes,2002,A4,front
Hyundai,4800,sedan,220,1.6,Petrol,yes,2002,Elantra,front
Opel,4900,hatch,194,1.6,Gas,yes,2002,Astra G,front
Audi,4999,sedan,231,1.9,Diesel,no,2002,A6,front
Volkswagen,4999,hatch,131,1.4,Petrol,yes,2002,Polo,front
Jeep,5000,crossover,286,2.7,Diesel,no,2002,Grand Cherokee,full
Kia,5000,sedan,220,2,Petrol,yes,2002,Magentis,front
Fiat,5100,van,175,1.9,Diesel,yes,2002,Scudo пасс.,front
Citroen,5200,van,350,10,Gas,yes,2002,Xsara Picasso,front
Honda,5200,other,200,1.7,Gas,yes,2002,Civic,front
Opel,5200,sedan,218,1.6,Gas,yes,2002,Astra G,front
Audi,5300,other,182,2.5,Diesel,no,2002,A4,full
Skoda,5300,hatch,129,1.4,Gas,yes,2002,Fabia,front
Skoda,5300,vagon,175,1.4,Gas,yes,2002,Fabia,front
Mercedes-Benz,5400,sedan,285,2.2,Diesel,no,2002,220,rear
Citroen,5400,sedan,200,2,Petrol,yes,2002,C5,front
Ford,5400,hatch,248,1.8,Petrol,yes,2002,Focus,front
Mitsubishi,5400,van,300,1.6,Petrol,yes,2002,Space Star,front
Volkswagen,5400,hatch,320,1.4,Petrol,yes,2002,Golf IV,front
Fiat,5400,van,300,1.25,Petrol,yes,2002,Doblo груз.,front
Skoda,5500,sedan,215,8,Petrol,yes,2002,Octavia,front
Mercedes-Benz,5500,other,220,2.2,Diesel,yes,2002,Vito пасс.,front
Mercedes-Benz,5500,other,250,2.2,Diesel,yes,2002,Vito пасс.,front
Honda,5500,crossover,169,2,Gas,no,2002,CR-V,full
Skoda,5550,sedan,170,1.8,Petrol,yes,2002,Octavia,front
Opel,5600,sedan,170,3.2,Petrol,yes,2002,Omega,rear
Renault,5650,hatch,175,99.99,Other,yes,2002,Laguna,
UAZ,5700,crossover,1,2.4,Petrol,yes,2002,469,full
Renault,5700,van,275,1.9,Diesel,yes,2002,Trafic груз.,front
Honda,5700,sedan,200,1.7,Gas,yes,2002,Civic,full
Alfa Romeo,5900,hatch,199,1.6,Petrol,yes,2002,147,front
Hyundai,6000,other,275,NA,Petrol,yes,2002,Coupe,front
Skoda,6000,sedan,180,1.6,Gas,yes,2002,Octavia,front
Ford,6099,sedan,220,1.8,Gas,yes,2002,Mondeo,front
Mercedes-Benz,6200,van,196,2.2,Diesel,yes,2002,Vito пасс.,front
BMW,6350,crossover,156,4.4,Gas,no,2002,X5,full
BMW,6499,other,230,3,Diesel,no,2002,X5,
Skoda,6500,hatch,265,1.8,Gas,yes,2002,Octavia,front
Subaru,6500,sedan,226,1.6,Gas,yes,2002,Impreza,full
Opel,6850,vagon,212,2.5,Diesel,yes,2002,Omega,rear
Chrysler,6900,sedan,180,2,Gas,yes,2002,PT Cruiser,front
Volkswagen,6900,sedan,256,1.8,Petrol,yes,2002,Passat B5,front
Volkswagen,6900,sedan,320,1.8,Gas,yes,2002,Passat B5,front
Suzuki,6999,crossover,203,2,Petrol,yes,2002,Grand Vitara,full
Volkswagen,6999,sedan,248,1.8,Petrol,yes,2002,Passat B5,front
Mercedes-Benz,7000,van,197,2.2,Diesel,yes,2002,Vito пасс.,front
Opel,7200,sedan,167,2.2,Gas,yes,2002,Omega,rear
Renault,7200,van,285,1.9,Diesel,yes,2002,Trafic пасс.,front
Mercedes-Benz,7300,van,245,2.2,Diesel,yes,2002,Vito пасс.,front
Mercedes-Benz,7400,sedan,190,2,Petrol,yes,2002,C-Class,rear
Honda,7499,other,287,3,Petrol,yes,2002,Accord,front
Jaguar,7500,sedan,290,3,Petrol,yes,2002,S-Type,rear
Volkswagen,7500,sedan,272,2.8,Gas,yes,2002,Passat B5,full
Renault,7500,van,200,2.2,Diesel,yes,2002,Espace,front
Audi,7500,vagon,240,2,Petrol,yes,2002,A4,front
Volkswagen,7500,sedan,240,1.8,Petrol,yes,2002,Passat B5,front
Mitsubishi,7699,crossover,254,3,Petrol,yes,2002,Pajero Sport,full
Mercedes-Benz,7700,sedan,340,2.2,Diesel,yes,2002,Vito пасс.,
Nissan,7700,crossover,188,2,Gas,yes,2002,X-Trail,full
Volkswagen,7700,vagon,287,1.9,Diesel,yes,2002,Sharan,front
Volkswagen,7700,van,247,1.9,Diesel,yes,2002,T4 (Transporter) пасс.,front
Volkswagen,7750,van,265,1.9,Diesel,yes,2002,T4 (Transporter) пасс.,front
Opel,7800,van,212,1.9,Diesel,yes,2002,Vivaro пасс.,front
Volkswagen,7800,vagon,193,1.9,Diesel,yes,2002,Passat B5,front
Renault,7800,van,200,1.9,Diesel,yes,2002,Trafic пасс.,front
Volkswagen,7800,sedan,220,1.8,Gas,yes,2002,Passat B5,front
Mercedes-Benz,7900,van,234,2.2,Diesel,yes,2002,Vito пасс.,front
Audi,7900,sedan,242,2,Petrol,yes,2002,A4,
Toyota,8000,sedan,176,3,Petrol,yes,2002,Camry,front
Audi,8200,other,326,2.5,Diesel,yes,2002,A6,full
Toyota,8200,crossover,200,2,Gas,yes,2002,Rav 4,full
Toyota,8300,sedan,140,3,Petrol,yes,2002,Camry,
Mercedes-Benz,8300,van,337,2.2,Diesel,yes,2002,Vito пасс.,front
BMW,8500,sedan,245,2.2,Petrol,yes,2002,523,rear
Audi,8600,sedan,260,2.5,Diesel,yes,2002,A6,front
Volkswagen,8650,van,238,2.5,Diesel,yes,2002,T4 (Transporter) пасс.,front
Volkswagen,8700,vagon,250,1.9,Diesel,yes,2002,Passat B5,full
Toyota,8800,crossover,205,2,Petrol,yes,2002,Rav 4,full
MINI,8800,hatch,89,1.6,Petrol,yes,2002,Cooper,front
BMW,8900,sedan,256,2.2,Petrol,yes,2002,5 Series,
BMW,8990,other,300,2.2,Petrol,yes,2002,320,rear
BMW,8999,sedan,221,4.5,Petrol,yes,2002,745,rear
Lexus,9000,sedan,278,4.3,Gas,yes,2002,LS 430,rear
Mercedes-Benz,9000,sedan,198,4,Diesel,yes,2002,S 400,
SsangYong,9000,crossover,205,2.9,Diesel,yes,2002,Rexton,full
Volkswagen,9000,van,275,2.5,Diesel,yes,2002,T4 (Transporter) пасс.,front
BMW,9000,sedan,225,2.2,Gas,yes,2002,320,rear
Audi,9499,sedan,255,2.5,Diesel,yes,2002,A6,front
Mercedes-Benz,9500,vagon,180,3.2,Diesel,yes,2002,E-Class,rear
BMW,9500,sedan,217,2.2,Petrol,yes,2002,320,rear
Nissan,9500,crossover,202,2,Petrol,yes,2002,X-Trail,full
Volkswagen,9700,van,255,2.5,Diesel,yes,2002,T4 (Transporter) пасс.,front
BMW,9700,sedan,267,2,Diesel,yes,2002,320,rear
Volkswagen,9800,van,299,2.5,Diesel,yes,2002,T4 (Transporter) пасс.,full
Audi,9800,vagon,253,1.9,Diesel,yes,2002,A6,front
Mercedes-Benz,9999,sedan,80,2.3,Petrol,yes,2002,C-Class,rear
Mitsubishi,10200,crossover,269,3.2,Diesel,yes,2002,Pajero Wagon,full
Volkswagen,10500,van,299,2.5,Diesel,yes,2002,Syncro,full
BMW,10700,sedan,243,3,Diesel,yes,2002,530,rear
BMW,10800,sedan,288,4.4,Gas,yes,2002,745,rear
BMW,10800,other,191,2.2,Petrol,yes,2002,320,rear
BMW,10800,sedan,180,2,Petrol,yes,2002,318,rear
Mercedes-Benz,10900,sedan,217,3.2,Diesel,yes,2002,E-Class,rear
BMW,10999,other,162,2.2,Petrol,yes,2002,320,rear
Toyota,11500,van,161,2.5,Diesel,yes,2002,Hiace пасс.,rear
BMW,11900,sedan,1,2.8,Petrol,yes,2002,528,rear
Volkswagen,11990,van,231,2.5,Diesel,yes,2002,Caravelle,front
Volkswagen,11990,van,231,2.5,Diesel,yes,2002,T4 (Transporter) пасс.,front
Lexus,12300,other,90,4.3,Petrol,yes,2002,SC 430,rear
Mercedes-Benz,12500,sedan,230,5,Petrol,yes,2002,E-Class,rear
Lexus,12500,vagon,127,3,Gas,yes,2002,RX 300,full
BMW,12500,crossover,176,3,Gas,yes,2002,X5,full
BMW,12600,sedan,219,3.6,Petrol,yes,2002,735,rear
BMW,12800,sedan,194,4.4,Gas,yes,2002,745,rear
Mercedes-Benz,12950,sedan,197,2.7,Diesel,yes,2002,E-Class,rear
BMW,13000,sedan,304,4.4,Other,yes,2002,745,
Toyota,13500,crossover,150,4.7,Gas,yes,2002,Land Cruiser 100,full
Mercedes-Benz,13900,other,168,5,Petrol,yes,2002,CL 500,rear
BMW,13900,other,80,3,Petrol,yes,2002,330,rear
BMW,14000,crossover,240,4.4,Gas,yes,2002,X5,full
Lexus,18500,crossover,227,4.7,Petrol,yes,2002,LX 470,full
Toyota,19800,crossover,252,4.2,Diesel,yes,2002,Land Cruiser 100,full
Mercedes-Benz,20000,crossover,251,5,Gas,yes,2002,ML 500,full
Lexus,20000,other,63,4.3,Petrol,yes,2002,SC 430,rear
Mercedes-Benz,30500,crossover,150,5.5,Petrol,yes,2002,G 500,full
Mercedes-Benz,39000,crossover,195,5,Gas,yes,2002,G 500,full
Fisker,0,other,100,NA,Other,yes,2001,Karma,
Chrysler,0,vagon,198,NA,Petrol,yes,2001,PT Cruiser,front
BMW,0,sedan,259,3,Diesel,yes,2001,330,rear
Mercedes-Benz,0,van,273,2.9,Diesel,yes,2001,Sprinter 310 пасс.,
Audi,0,sedan,300,2.5,Diesel,no,2001,A8,front
Volkswagen,0,van,277,2.5,Diesel,yes,2001,T4 (Transporter) пасс.,front
Mercedes-Benz,0,sedan,240,2.2,Diesel,yes,2001,E-Class,rear
Ford,1200,hatch,240,1.6,Petrol,no,2001,Focus,front
Citroen,1650,sedan,240,2.2,Diesel,no,2001,C5,front
Opel,1650,vagon,296,2,Diesel,no,2001,Astra G,front
ZAZ,1800,hatch,127,NA,Petrol,yes,2001,1103 Славута,front
VAZ,1800,sedan,361,1.5,Petrol,yes,2001,2107,rear
Ford,1850,sedan,200,2.5,Petrol,no,2001,Mondeo,front
Opel,1950,vagon,240,2,Diesel,no,2001,Vectra B,front
Opel,1950,vagon,200,2,Diesel,no,2001,Vectra B,
Renault,1950,vagon,286,1.9,Diesel,no,2001,Laguna,front
Mercedes-Benz,1990,hatch,230,1.7,Other,no,2001,A 170,front
Peugeot,1999,hatch,175,2,Diesel,no,2001,307,front
Renault,1999,vagon,260,1.9,Diesel,no,2001,Laguna,front
Mitsubishi,1999,van,168,1.8,Petrol,no,2001,Space Star,front
VAZ,1999,hatch,100,1.45,Petrol,yes,2001,21093,front
VAZ,2000,sedan,314,1.5,Petrol,yes,2001,2110,front
VAZ,2000,hatch,162,1.5,Gas,yes,2001,21093,front
VAZ,2000,sedan,200,1.5,Petrol,yes,2001,2115,front
Opel,2100,vagon,250,2.5,Diesel,no,2001,Omega,rear
Opel,2100,vagon,240,2.2,Gas,no,2001,Vectra B,front
